,sypnopsis,Action,Adventure,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Historical,Horror,Kids,Magic,MartialArts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,SliceofLife,Space,Sports,SuperPower,Supernatural,Thriller,Vampire
5999,bear chinese state lu  b.c confucius raise mother father die marry  enter service local nobility  tutor prince lu children eventually politician  career peak role lu justice minister eventually prime minister land prospers year confucius grow disenchant court intrigue follow  year wander neighboring state offer advice ruler,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,sequel short televise commercial web extend piece reunite main character episode  reach stable adulthood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6001,far hustle bustle urban life single candy store bus route rural asahigaoka certainly place village child manage cheerfully spend day explore have fun wilderness child renge miyauchi young group look forward entrance ceremony upcoming school year signal entry grade begin elementary school life attend school town renge friend seventh grader natsumi koshigaya eighth grade sister komari rural lifestyle playing study everyday fifth grader hotaru ichijou move asahigaoka tokyo unaware numerous adventure memory await,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
6002,rebroadcast  episode tv anime arpeggio blue steel ars nova start tokyo mx sun tv yesterday april  episode come newly produce  second parody short series kirikumas feature world mental model girl stuff teddy bear,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6004,musical movie tiny village tiny people tiny child feed starve caterpillar rice cake race hold soon determine king caterpillar butterfly thank pull tiny child race car,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6005,kappa village devastate large storm festival preparation fish river village weaken kawatarou girlfriend head mountain find bring,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6006,boy girl work farm boy take break play violin girl farm animal love hear farm owner mean smashed boy violin sad state encounter witch disguise donkey offer payment day stale bread food witch grateful grant boy wish,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6007,mouse father seek ideal strong husband beloved daughter go talk strong element sun block cloud cloud move wind wind house inch matter blow find suitable husband daughter,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6008,yasuji mori posthumous work release th volume anime art video collection nippon columbia follow original brothers grimm fable wolf seven young goat,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6010,fourth original animate piece tezuka osamu animation theatre take tezuka osamu message save fragile earth theme unico adventure commemorate theatre anniversary unico unicorn child drop heaven journey north wind meet tsubasa tree boy speak earth totally ruin extent creature live human drain resource destroy environment unico tsubasa journey find way earth inhabitable finally meet sphinx time fairy end hard journey decide past prevent human take wrong path stay past minute able alter future earth short time adventure restore earth begin,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6011,erika shinohara take lie romantic exploit earn respect new friend ask picture boyfriend hastily snap photo handsome strange friend recognize popular kind hearted kyouya sata trap web lie desperately try avoid humiliation erika explain predicament kyouya hope pretend boyfriend kyouya angel appear actually mean spirited sadist force erika dog exchange keep secret begrudgingly accept deal erika soon begin glimpse real kyouya beneath multiple layer outer persona find fall help question feel way kyouya finally honest woman erika destine wolf girl forever,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
6012,short movie show location child museum noshiro akita prefecture tsukuba expo center ibaraki prefecture osaki lifelong learning center miyagi prefecture,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6013,buddhist heaven saint fight turf cloud nio maru search young sister tear aircraft accident human world,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6014,spring supply water kingdom dry princess decide desert search faraway oasis say exist princess animal friend face challenge journey save draught stricken kingdom,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6016,shy little carino coni rabbit boy start live forest away family everyday coni heart raise joy play sibling live nearby suddenly cry lonesomeness explain story heart warm story coni encounter lonely anymore gradually grow,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6017,hanabishi extremely violent chivalrous delinquent get fight yakuza punk police gain fear reputation attract couple admirer antagonize gang infest school boss,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6018,operation victory arrow set period end operation mars second television series  strike witch movie  minute short story depict life member return respective home,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6019,summary wakakusa monogatari nan jo sensei series air tv special nan harding new student mr mrs bhaer school think pain head mrs jo kid embark personal adventure misfortune learn school,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6020,world similar european middle age fear revere holy knight britannia use immensely powerful magic protect region britannia kingdoms small subset knight supposedly betray homeland turn blade comrade attempt overthrow ruler lione defeat holy knight rumor continue persist legendary knight call seven deadly sin alive year later holy knight stage coup d’état new tyrannical ruler kingdom lione base good sell manga series nanatsu taizai follow adventure elizabeth princess kingdom lione search seven deadly sin help endeavor kingdom holy knight seek justice unjust world,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6021,aesop trouble make young boy find world fill creature believe exist fairy talk donkey set find way normal world journey befriend classical creature know fable encounter trial teach valuable lesson,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6022,tale include hill old age tell conspiracy hatch japan unifier oda nobunaga see truth assassin send murder nobunaga successor leyasu tokugawa broadcast neo hyper kid program,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6023,direct sequel straight video ear jinsuke wandering swordsman save damsel distress evil spirit print fall bakufu features tomboy woodcut work charge make print young warrior okita soji,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6024,story anime revolve dreamcast sega saturn mega drive enrol sehagaga academy tokyo haneda ōtorii station give assignment need graduate suspicious teacher clear assignment girl need enter world sega game girl try good graduate incident,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6025,hit danga san kyoudai song adapt short air nhk commercial break okaasan issho timeslot cheery series dango brothers mean child quick lesson share humbleness,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6026,shoot adaptation morio kita dr mambo sf novel dash dr mambo unlikely sidekick jibako thief help princess laura ruler eden regain birthright usurping president capo,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6027,onin war japan medieval muromachi era powerful warrior hire service high bidder onimaru leader bo handle demolition saru agile monkey osamu cool tactician kiri sexy swordswoman group gain extra member onimaru rescue princess aya naturally fall love refuse away,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6028,animate promotional video falcom commission ys iv dawn ys game pc engine shop production house hope get scale animate series movie etc pan,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6029,accident leave taishi strand lunar surface unable return earth girl help despair oblivious true identity,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6030,seita die doze wheel wake underworld prize demon extract body,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6031,yahari ore seishun love comedy wa machigatteiru zoku pick immediately event season continue adventure volunteer service club dispassionate hachiman hikigaya cheerful yui yuigahama competitive yukino yukinoshita dedicate help student issue face rift group widen hachiman begin realize knack quickly get root people trouble double edge sword good solution necessarily appropriate,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
6032,pocket monster xy sora hahen anime movie tie pokémon xy television anime screen tokyo planetarium like previous pokémon planetarium anime project  degree panoramic dome story follow satoshi friend visit pokémon aerospace exploration agency thrill story paxa astronaut wonder space possibility pokémon live space hear danger pose space debris siren suddenly ring team rocket plot seize control paxa apparently infiltrate facility critical moment trouble develop control system artificial satellite large piece space debris collide cause fear debris,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6034,momon pet tanu close friend childhood long momon elementary school student day new student transfer class life begin change,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6035,second ova series base gag manga write illustrate usuta kyousuke run shuukan shounen jump  ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6036,new thermae romae short    celebrate nd live action movie short advertising campaign otome joshi tame anime shinsho book series,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6037,kindly teacher demonstrate origami elementary class give paper crane child steal takeshi class bully takeshi discover crane talk spaceship take friend visit fairground star girl fall hole space hell child cooperate rescue takeshi wake wonder dream day return magic crane rightful owner tale rainbow pacific daisuke ikeda leader buddhist soka gakkai organization commonly consider cult shinshuukyou religious movement,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6038,near future earth engulf new ice age snow fall ceaselessly summer glacier advance uncharacteristic speed sf spinoff live action wonderful world travel series humanity decide use science fight ice adapt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6039,special screened event name odaiba boken oh feature character dragon ball z piece kochira katsushikaku kameari kouenmae hashutsujo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6041,unfortunate accident completely normal heterosexual high school student kouta shibaki brand school pervert girl avoid kouta like plague truly young man bad nightmare come fruition day school library stumble peculiar book say possess power summon witch partly desperation partly boredom kouta decide play joke book apprentice witch go rurumo maji mojiruka appear unusual turn event kouta end help rurumo general witchery task exchange soul spare majimoji rurumo follow misadventure rurumo attempt persuade kouta use  magical wish grant ticket effort fully fledge witch unaware time grant wish kouta life shorten aided rurumo familiar chiro kouta decide help rurumo save life,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6042,harvey rue willie hedgehog rabbit mouse live windmill peaceful town fox wood adventure short live series base child picture book british creator cynthia brian paterson,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6043,second film fuku chan triology base popular newspaper comic strip time fuku chan invent propaganda use fuku chan try rally fight spirit troop,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6044,childish going fukuo fuchida    small boy attend nursery school girlfriend kumi hang playmate namiko young brother kiyo naughty twin doshako garako school bully ganchan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6045,short animate mini story base short story panel manga keiko fukuyama include father mouse rabbit brothers summer secret mysterious fairy strange kuro,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6046,time  place edo know tokyo high populated city world teem peasant samurai townsman merchant noble artist courtesan supernatural thing accomplish artist time mid fifty tetsuzo boast client japan tirelessly work garbage load chaos house atelier spend day create astounding piece art giant size bodhidharma portray  square meter wide sheet paper pair sparrow paint tiny rice grain short temper utterly sarcastic passion sake money charge fortune job interested tetsuzo daughter bear second marriage outspoken  year old o ei inherit father talent stubbornness paint instead uncredited art powerful lead trouble father daughter brush chopstick guess manage way decade later europe going discover immense talent tetsuzo well know name katsushika hokusai mesmerize renoir van gogh monet klimt today aware woman assist life greatly contribute art remain uncredited untold story o ei master hokusai daughter lively portrayal free spirited woman overshadow large life father unfold change season,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6047,hybrid anime live action movie series release fall  event link joker hen aichi kai team confront enemy threaten peace regain movie cover event lead aichi disappearance legion mate hen,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
